name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nicosia,2018-03-04,22.2,7.1,14.4,22.2,6.5,14.4,9.8,76,0.001,100,4.17,rain,0,0,,17.7,35.6,1012,75,10,142.1,12.2,5,,2018-03-04T06:12:29,2018-03-04T17:44:33,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-05,24.3,9.9,16.9,24.3,9.9,16.9,9.4,65.3,0,0,0,,0,0,,14.4,59.5,1011.5,33.9,7.6,166.4,14.5,7,,2018-03-05T06:11:10,2018-03-05T17:45:26,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-06,23.7,14,17.6,23.7,14,17.6,12.5,74.1,0,0,0,,0,0,,21.3,274,1011.5,46.9,6.8,216.9,18.7,8,,2018-03-06T06:09:50,2018-03-06T17:46:18,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-07,23.4,10.3,16.1,23.4,10.3,16.1,11.4,75.5,0.001,100,4.17,rain,0,0,,16.9,247.5,1017.4,42.1,9,229.9,19.7,8,,2018-03-07T06:08:30,2018-03-07T17:47:10,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-08,23.5,12.1,16.5,23.5,12.1,16.5,11.1,72.7,0,0,0,,0,0,,31.8,228.6,1010.5,47,9,196,16.9,8,,2018-03-08T06:07:09,2018-03-08T17:48:02,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-09,19.8,11.2,15.8,19.8,11.2,15.8,6.8,56.5,0,0,0,,0,0,,33.5,235.6,1012.9,60.8,10,238,20.7,8,,2018-03-09T06:05:48,2018-03-09T17:48:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-10,19.6,9.8,14.3,19.6,9.8,14.3,7.2,63.7,0,0,0,,0,0,,12.3,290.2,1016.6,69.5,10,186.8,16.2,7,,2018-03-10T06:04:26,2018-03-10T17:49:45,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-11,21.8,8.5,14.4,21.8,8,14.4,7.5,69.6,0.001,100,4.17,rain,0,0,,18.2,235,1018.4,19,10,247.3,21.4,8,,2018-03-11T06:03:04,2018-03-11T17:50:36,0.8,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-12,22.4,9.3,14.6,22.4,8.7,14.5,8.5,70.3,0.001,100,4.17,rain,0,0,,21.4,233.8,1019.4,24.5,10,252,21.8,9,,2018-03-12T06:01:41,2018-03-12T17:51:26,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-13,21.9,7,14.5,21.9,7,14.5,8.8,70.9,0,0,0,,0,0,,17.9,62.3,1017.8,52.4,10,225.7,19.5,8,,2018-03-13T06:00:18,2018-03-13T17:52:17,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-14,22.3,7.3,14.7,22.3,7.3,14.7,8.1,68.7,0,0,0,,0,0,57.6,21.5,247.5,1015.4,50.7,10,255.4,22,9,,2018-03-14T05:58:55,2018-03-14T17:53:07,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-15,20.3,6.5,13.9,20.3,6.5,13.9,6.1,62.6,0,0,0,,0,0,,28.9,241.1,1015.1,60.1,10,204.8,17.7,8,,2018-03-15T05:57:31,2018-03-15T17:53:57,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-16,19.7,8.7,14.5,19.7,7.9,14.4,5.1,56.4,0,0,0,,0,0,,31.7,237,1015.5,35.6,10,253.9,21.9,9,,2018-03-16T05:56:08,2018-03-16T17:54:47,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-17,22.8,6.8,14.8,22.8,6.8,14.8,7.3,64.2,0,0,0,,0,0,,19.9,253.9,1018.5,43.4,10,248,21.5,8,,2018-03-17T05:54:44,2018-03-17T17:55:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-18,21.6,8.2,14.7,21.6,7.5,14.7,9,72,0.001,100,4.17,rain,0,0,,20.3,47,1015.3,82.1,9.9,183.4,15.7,8,,2018-03-18T05:53:19,2018-03-18T17:56:26,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-19,26,7,16.9,26,6.4,16.8,7.7,60.1,0,0,0,,0,0,,25.1,55.5,1010.5,54.8,9.9,246.7,21.2,8,,2018-03-19T05:51:55,2018-03-19T17:57:16,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-20,23.6,9.6,16.4,23.6,9.6,16.4,7.1,58.3,0,0,0,,0,0,57.6,23.7,243.3,1014.1,28.5,9.8,244,21,8,,2018-03-20T05:50:31,2018-03-20T17:58:05,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-21,25.6,7.1,15.4,25.6,7.1,15.4,5.6,55.9,0,0,0,,0,0,,19.7,255.2,1020.6,38.9,10,266.2,22.9,9,,2018-03-21T05:49:06,2018-03-21T17:58:54,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-22,23,7.3,15.3,23,7.3,15.3,7.4,64.1,0,0,0,,0,0,,28.1,50.7,1017.5,7.4,8.5,225.9,19.4,7,,2018-03-22T05:47:41,2018-03-22T17:59:43,0.17,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-23,28,9.2,18.9,26.9,8.2,18.6,7.8,53.4,0,0,0,,0,0,,25.6,44.7,1007,42.9,8.6,141.7,12.2,5,,2018-03-23T05:46:17,2018-03-23T18:00:32,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-24,21.4,11.1,16.5,21.4,11.1,16.5,7.4,56.9,0.015,100,4.17,rain,0,0,72.4,36.8,255.8,1008,61.9,9,235.8,20.3,9,,2018-03-24T05:44:52,2018-03-24T18:01:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17530099999,17540099999,LCEN,17510099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-25,20.4,6.8,14.4,20.4,6.5,14.3,5.5,58.5,0,0,0,,0,0,,25.5,244.1,1020.1,50.5,7.8,251.9,20.9,8,,2018-03-25T06:43:27,2018-03-25T19:02:09,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-26,23.2,7.5,15.3,23.2,7.5,15.3,6.9,60.9,0,0,0,,0,0,,19.9,35.7,1022.3,5.4,6.8,261.3,22.6,9,,2018-03-26T06:42:03,2018-03-26T19:02:58,0.32,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-27,28.4,7,16.8,26.9,7,16.5,2,44.1,0,0,0,,0,0,,14,215.1,1017.1,1.8,8.8,271.3,23.3,9,,2018-03-27T06:40:38,2018-03-27T19:03:46,0.35,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-28,24.2,11.9,17.1,24.2,11.9,17.1,9.1,63.6,0.045,100,4.17,rain,0,0,,23.3,68.3,1010.3,80.6,8.2,101.5,8.7,3,,2018-03-28T06:39:13,2018-03-28T19:04:34,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-29,19.7,11.5,15.5,19.7,11.5,15.5,9.1,67.8,8.542,100,16.67,rain,0,0,76,33.6,213.4,1006.1,68.2,9.5,253.2,21.8,8,,2018-03-29T06:37:49,2018-03-29T19:05:23,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-30,20.4,8.4,13.8,20.4,7.4,13.6,7.2,68.1,0.028,100,8.33,rain,0,0,,21.8,222.9,1016.4,45.1,10,281.5,24.3,9,,2018-03-30T06:36:25,2018-03-30T19:06:11,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-03-31,23.5,8.1,15.6,23.5,8.1,15.5,7.4,63.2,0,0,0,,0,0,,17.4,59.9,1021.6,21.8,10,287.7,24.9,9,,2018-03-31T06:35:01,2018-03-31T19:06:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-01,26.3,11,17.3,26.3,11,17.3,8,60.8,0,0,0,,0,0,,20.2,234.7,1018.5,41.4,10,288.2,24.9,9,,2018-04-01T06:33:37,2018-04-01T19:07:47,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-02,25.1,8.9,16.6,25.1,8.9,16.6,8.6,64.1,0,0,0,,0,0,57.6,21.8,250.9,1014.5,29,10,283.2,24.2,9,,2018-04-02T06:32:13,2018-04-02T19:08:36,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-03,22.4,12.4,17.5,22.4,12.4,17.5,4.3,47,0,0,0,,0,0,,26.9,295.7,1017.1,36,10.1,266.8,23,9,,2018-04-03T06:30:50,2018-04-03T19:09:24,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-04,24.3,10,17.8,24.3,10,17.8,-1.3,32.9,0,0,0,,0,0,,20.4,312.3,1019,6.1,10,305.9,26.2,10,,2018-04-04T06:29:27,2018-04-04T19:10:12,0.62,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-05,28.6,10.9,18.6,27,10.9,18.4,1.4,38.2,0,0,0,,0,0,,22.6,221.2,1014.7,3.8,10.1,306.9,26.4,10,,2018-04-05T06:28:04,2018-04-05T19:11:00,0.66,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-06,29.8,10.8,19.4,28,10.8,19,0.8,35.3,0,0,0,,0,0,,18.3,214.7,1011.5,0,10.1,308.8,26.8,10,,2018-04-06T06:26:42,2018-04-06T19:11:48,0.69,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-07,29,7.9,18.1,27.4,7.9,18,5.7,51.2,0,0,0,,0,0,,18.3,212.6,1012.6,8.8,10,294.6,25.3,9,,2018-04-07T06:25:20,2018-04-07T19:12:37,0.72,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-08,24,12.8,17.1,24,12.8,17.1,8.8,62.7,0,0,0,,0,0,,21.7,268.4,1014.4,23.1,10,293.8,25.5,9,,2018-04-08T06:23:58,2018-04-08T19:13:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-09,21.2,8.4,14.5,21.2,8.4,14.5,9.1,71.7,12.522,100,8.33,rain,0,0,,23.4,270.1,1015.1,45.6,9.9,160.2,13.9,5,,2018-04-09T06:22:37,2018-04-09T19:14:13,0.78,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-10,19.1,11.6,14.2,19.1,11.6,14.2,10.5,79.6,12.551,100,8.33,rain,0,0,,18.4,254.4,1014.1,63.9,9.7,205.7,17.9,7,,2018-04-10T06:21:17,2018-04-10T19:15:01,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-11,25,11.8,17.6,25,11.8,17.6,11.2,69.6,0,0,0,,0,0,,24.1,248.1,1014,64.4,10,280,24.2,9,,2018-04-11T06:19:57,2018-04-11T19:15:50,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-12,25,13.2,18.1,25,13.2,18.1,12.4,72.8,0,0,0,,0,0,,17.4,222.1,1014.6,71.7,9.7,213.8,18.5,8,,2018-04-12T06:18:37,2018-04-12T19:16:38,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-13,27.3,11.8,19,26.6,11.8,18.8,9.4,62.9,0,0,0,,0,0,,17.5,217.2,1014.7,24.5,8.1,282.5,24.4,9,,2018-04-13T06:17:18,2018-04-13T19:17:27,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-14,30.7,12.9,20.9,28.7,12.9,20.6,10.4,56.6,0,0,0,,0,0,,16.3,220.7,1015.5,0.9,10,293.9,25.4,9,,2018-04-14T06:15:59,2018-04-14T19:18:15,0.95,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-15,29.8,15.8,22.8,28.1,15.8,22.2,9.3,52.9,0.001,100,4.17,rain,0,0,,29.9,292,1015.1,6.9,10,301.8,26.1,9,,2018-04-15T06:14:42,2018-04-15T19:19:04,0.98,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-16,28.5,17.2,22.5,27,17.2,22.1,4,34.9,0,0,0,,0,0,,19.6,340.6,1017,38.3,10,321.1,27.7,10,,2018-04-16T06:13:24,2018-04-16T19:19:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-17,30,11.4,21,28.2,11.4,20.6,0.9,33.1,0,0,0,,0,0,,17.4,223.8,1017.8,12.8,10,303.5,26.1,10,,2018-04-17T06:12:08,2018-04-17T19:20:41,0.05,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-18,31.5,13.5,22,29.4,13.5,21.3,1.6,32,0,0,0,,0,0,,16.3,237.4,1018.5,0,10.1,305.2,26.3,10,,2018-04-18T06:10:52,2018-04-18T19:21:30,0.08,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-19,28,15.3,20.8,26.9,15.3,20.7,9.3,52.2,0,0,0,,0,0,,31,224.9,1015.7,40.7,10,302,26.1,10,,2018-04-19T06:09:37,2018-04-19T19:22:19,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-20,25,15.2,19.8,25,15.2,19.8,11.8,61.3,0,0,0,,0,0,61.2,26.3,242.2,1009,27,10,307.1,26.4,10,,2018-04-20T06:08:23,2018-04-20T19:23:08,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-21,21.7,13.3,18,21.7,13.3,18,6.5,50.7,0,0,0,,0,0,,45.4,315.6,1008.8,35.1,10,244.9,21.2,7,,2018-04-21T06:07:09,2018-04-21T19:23:57,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-22,23.2,15.6,18.9,23.2,15.6,18.9,0.5,31.2,0.002,100,4.17,rain,0,0,,41.3,293.8,1012.8,8,10,324.9,28,10,,2018-04-22T06:05:56,2018-04-22T19:24:45,0.23,Rain,Clear conditions throughout the day with afternoon rain.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-23,29.4,12.6,20.1,27.6,12.6,19.8,5,44.2,0,0,0,,0,0,,20.1,198.2,1016.3,10,10,325.2,28,10,,2018-04-23T06:04:44,2018-04-23T19:25:34,0.25,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-24,28.5,10.5,20.3,27,10.5,20,9.1,57,0,0,0,,0,0,,18.2,75.8,1015.7,2.1,10,322.1,27.7,10,,2018-04-24T06:03:33,2018-04-24T19:26:24,0.3,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-25,29.7,15.7,22.7,27.9,15.7,22.1,6.7,44.5,0,0,0,,0,0,,32.5,352.2,1012.5,52.1,9.5,272.6,23.4,10,,2018-04-25T06:02:23,2018-04-25T19:27:13,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-26,30.1,17.3,23.5,28.2,17.3,22.9,5.2,34.1,0,0,0,,0,0,,27.9,66,1010.8,62.7,10,289.5,25.2,9,,2018-04-26T06:01:14,2018-04-26T19:28:02,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-27,30.1,17.8,23.6,28.3,17.8,23.2,7.8,39.1,0.039,100,4.17,rain,0,0,,19.8,250.6,1010.6,70.3,10,207.6,17.8,8,,2018-04-27T06:00:06,2018-04-27T19:28:51,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-28,30.3,15.8,22.5,28.4,15.8,22.2,10.6,50,0,0,0,,0,0,,20,18.4,1012.3,66.4,10,136.2,11.8,4,,2018-04-28T05:58:58,2018-04-28T19:29:40,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-29,31.4,15.5,22.4,30,15.5,22.2,13.1,60.8,0,0,0,,0,0,,17,180.6,1014.8,52.2,9.7,265.9,23,8,,2018-04-29T05:57:52,2018-04-29T19:30:29,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-04-30,29.9,16.8,22.9,28.7,16.8,22.5,12.1,57.4,0.001,100,4.17,rain,0,0,,23.4,68.9,1012.6,41.8,9,252.5,21.9,8,,2018-04-30T05:56:47,2018-04-30T19:31:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-01,31.9,14.9,23.6,30.1,14.9,23.1,10.5,48.2,0,0,0,,0,0,,25.8,26.5,1011.1,23,10,292.9,25.4,9,,2018-05-01T05:55:42,2018-05-01T19:32:08,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-02,32.3,18.8,25.4,30.5,18.8,24.8,9.4,38.7,0,0,0,,0,0,,28.8,30,1012.3,24.4,10,294.3,25.5,9,,2018-05-02T05:54:39,2018-05-02T19:32:57,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-03,33,21,27.5,31,21,26.6,7.5,29.7,0,0,0,,0,0,,28.6,44.6,1010.5,7,10,290.2,25,9,,2018-05-03T05:53:37,2018-05-03T19:33:46,0.61,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-04,33.1,16.9,25.5,31,16.9,24.6,7.7,35.4,0,0,0,,0,0,,34.9,58.2,1009.7,30.6,7.7,276.8,23.8,9,,2018-05-04T05:52:36,2018-05-04T19:34:35,0.64,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-05,32.3,19.3,24.8,30.4,19.3,24.3,12.3,49.2,0,0,0,,0,0,74.2,24,276.3,1008.4,20.6,6.9,283,24.5,9,,2018-05-05T05:51:37,2018-05-05T19:35:24,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-05-06,28.1,19.2,23.1,27.6,19.2,23,14.3,60,0,0,0,,0,0,,22.1,146.3,1012.1,47.6,8.1,248.6,21.3,8,,2018-05-06T05:50:38,2018-05-06T19:36:12,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-07,26.6,18.1,20.8,26.6,18.1,20.8,15.3,72.3,0.56,100,8.33,rain,0,0,,25.4,230,1008.3,57.7,9.2,277.5,23.8,9,,2018-05-07T05:49:41,2018-05-07T19:37:01,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-08,25.4,16.3,19.9,25.4,16.3,19.9,11.5,61.6,1.276,100,16.67,rain,0,0,,20.1,244.5,1006.2,61.4,10,206,17.9,8,,2018-05-08T05:48:45,2018-05-08T19:37:50,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-09,26.6,14.7,20.8,26.6,14.7,20.8,12.2,60.3,0.002,100,4.17,rain,0,0,,19.9,256.8,1007.8,42.4,10,266,23.2,8,,2018-05-09T05:47:50,2018-05-09T19:38:38,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-10,28.3,13,21.1,27.5,13,21,12.9,63.4,0,0,0,,0,0,,21.5,51.5,1008.7,22.3,10,308.2,26.6,10,,2018-05-10T05:46:57,2018-05-10T19:39:26,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-11,27,17,21.7,26.6,17,21.7,13.1,62.1,0.001,100,4.17,rain,0,0,,22.6,240.6,1007.5,31.2,10,257.2,22.2,8,,2018-05-11T05:46:05,2018-05-11T19:40:14,0.87,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-12,28.2,16.6,21.3,27,16.6,21.2,12.1,60,5.796,100,8.33,rain,0,0,,22.9,263.2,1007.2,37.1,9.9,296.4,25.6,9,,2018-05-12T05:45:14,2018-05-12T19:41:02,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-13,27.3,16.3,20.9,26.9,16.3,20.9,13.6,65.7,0.001,100,4.17,rain,0,0,,19.6,266.4,1009.8,30.4,10,312.4,26.9,9,,2018-05-13T05:44:24,2018-05-13T19:41:50,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-14,28,14.4,20.8,27.1,14.4,20.7,14.1,69.4,2.299,100,8.33,rain,0,0,,17.6,277.8,1014.6,27.7,9.6,337.4,29.1,10,,2018-05-14T05:43:36,2018-05-14T19:42:37,0.96,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-15,30.5,15.3,22.3,28.8,15.3,22,12.1,59.3,0.001,100,4.17,rain,0,0,,27.7,207.8,1017.3,5.2,10,344.2,29.8,10,,2018-05-15T05:42:50,2018-05-15T19:43:24,0,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
