name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Nicosia,2018-05-16,33.1,17.3,25,30.7,17.3,24.3,11.1,49.4,0,0,0,,0,0,,18.2,36.9,1016.4,16.2,10,343.3,29.8,10,,2018-05-16T05:42:04,2018-05-16T19:44:11,0.03,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-17,34.6,18.1,26.8,32.2,18.1,25.7,9.3,45.4,0,0,0,,0,0,,24.9,306.5,1015.2,32.1,9.3,326.3,28.2,10,,2018-05-17T05:41:21,2018-05-17T19:44:57,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-05-18,36.9,18.6,28,34.2,18.6,26.8,7.6,37,0,0,0,,0,0,,25.4,31.4,1013.3,12.2,10,349.1,30.2,10,,2018-05-18T05:40:38,2018-05-18T19:45:44,0.1,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-19,37.6,20,28.5,34.7,20,27.2,6.5,33,0,0,0,,0,0,,30.1,235.9,1012,44.2,10.1,336,29.1,10,,2018-05-19T05:39:58,2018-05-19T19:46:29,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-20,36.5,21.5,28.9,33.8,21.5,27.8,7.7,30.5,0,0,0,,0,0,,23.4,224.3,1011.4,47.8,10,303.6,26.4,10,,2018-05-20T05:39:18,2018-05-20T19:47:14,0.17,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-21,37,20.3,28.8,34.2,20.3,27.8,8.9,32.4,0,0,0,,0,0,,17.8,212.1,1012.8,32.2,9.6,309.3,26.6,9,,2018-05-21T05:38:41,2018-05-21T19:47:59,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-22,35,22.7,27.5,34,22.7,27.2,14.4,47,0,0,0,,0,0,,20,155.6,1014.3,78.8,9.1,242.2,20.9,7,,2018-05-22T05:38:04,2018-05-22T19:48:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17540099999,17510099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-23,34.8,20.6,26.9,32.7,20.6,26.3,12.1,43.5,0,0,0,,0,0,,25.1,231.2,1013.6,32.8,9.1,319.7,27.7,10,,2018-05-23T05:37:30,2018-05-23T19:49:27,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-24,35.8,21.8,27.9,33.8,21.8,27.3,12.1,40.6,0,0,0,,0,0,,20.2,232,1011.9,11.8,10,319.1,27.6,9,,2018-05-24T05:36:56,2018-05-24T19:50:10,0.31,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-25,29.5,20.5,24.4,28.5,20.5,24.3,14.8,57.2,0,0,0,,0,0,63,22.4,264.4,1009.1,27.5,10,350.6,30.1,10,,2018-05-25T05:36:25,2018-05-25T19:50:53,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-26,28.7,16.7,23.8,28.2,16.7,23.7,14,56.5,0,0,0,,0,0,,22.9,24.4,1010.4,30.6,10,345.6,30,10,,2018-05-26T05:35:55,2018-05-26T19:51:35,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-27,29.7,17.7,24,28.7,17.7,23.7,13.9,56.5,0,0,0,,0,0,,24.9,94.7,1011.8,27.3,10,348.3,30,10,,2018-05-27T05:35:27,2018-05-27T19:52:16,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-28,31.9,19.2,24.6,30.8,19.2,24.4,15.2,59.6,0,0,0,,0,0,,19.7,306.3,1012,23.4,10,340.7,29.3,10,,2018-05-28T05:35:00,2018-05-28T19:52:56,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-29,30.2,19.7,23,29.2,19.7,23,15.8,65.7,0.16,100,8.33,rain,0,0,,28.4,225,1010.7,42.1,10,314,27.1,9,,2018-05-29T05:34:35,2018-05-29T19:53:36,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-05-30,28.5,17.7,22.5,28.1,17.7,22.5,15.2,65.4,1.642,100,12.5,rain,0,0,,34.2,258.3,1010.5,37.7,10,282.2,24.3,8,,2018-05-30T05:34:11,2018-05-30T19:54:15,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-05-31,28.7,17.1,21.2,27.9,17.1,21.2,15.5,72.7,20.914,100,8.33,rain,0,0,,14.4,242.2,1010.7,46.1,9.9,335.5,28.9,10,,2018-05-31T05:33:50,2018-05-31T19:54:53,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-01,26.7,16.1,21.4,26.6,16.1,21.3,15.4,71.2,1.281,100,4.17,rain,0,0,,19.4,305.2,1010.4,50.2,9.9,166.6,14.4,5,,2018-06-01T05:33:30,2018-06-01T19:55:31,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-02,27.4,18.5,22.9,27.5,18.5,22.9,16.2,67.3,3.922,100,8.33,rain,0,0,,13.6,196.4,1010.9,54.2,9.7,229.2,19.9,7,,2018-06-02T05:33:11,2018-06-02T19:56:07,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-03,31.2,19.2,24.5,30.4,19.2,24.4,16.1,63.1,0.671,100,8.33,rain,0,0,,21.9,186.1,1010.9,30.9,10,301.1,26.2,9,,2018-06-03T05:32:54,2018-06-03T19:56:43,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-04,31.3,16.9,24.4,29.9,16.9,24.1,14.7,59.1,4.453,100,8.33,rain,0,0,,21.1,238.6,1008.8,25.4,9.9,307.3,26.5,9,,2018-06-04T05:32:39,2018-06-04T19:57:18,0.69,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-05,33.8,16.2,25.6,33.1,16.2,25.2,12.7,48.9,0.021,100,8.33,rain,0,0,,20.5,340.8,1009.2,20.2,10,352.4,30.4,10,,2018-06-05T05:32:25,2018-06-05T19:57:51,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17540099999,17510099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-06,33.5,18.8,26.4,31.5,18.8,25.6,12.1,48.3,0,0,0,,0,0,,18.7,262.1,1013.7,17.1,10,359.1,31.1,10,,2018-06-06T05:32:14,2018-06-06T19:58:24,0.75,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-07,37.6,20.1,28.4,34.8,20.1,27.4,12.4,47.1,0,0,0,,0,0,,22.3,249.3,1015.8,5.8,10,362.6,31.3,10,,2018-06-07T05:32:03,2018-06-07T19:58:56,0.79,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-08,38.8,21.9,29.6,36.8,21.9,29,12.7,40.6,0,0,0,,0,0,,25,205.1,1012.6,1.7,10,361.7,31.3,10,,2018-06-08T05:31:55,2018-06-08T19:59:26,0.82,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-09,38.4,22.3,30.4,35.9,22.3,29.2,11.8,40.8,0.001,100,4.17,rain,0,0,,26.5,225.9,1009.9,7.4,9.8,356.3,30.7,10,,2018-06-09T05:31:48,2018-06-09T19:59:55,0.85,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-10,34.2,21.9,28.6,33.7,21.9,28.1,12,37.9,0,0,0,,0,0,57.6,31.1,245.5,1006.6,6.7,10,355.5,30.9,10,,2018-06-10T05:31:42,2018-06-10T20:00:24,0.89,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17540099999,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-11,29.8,21.5,25.8,29.1,21.5,25.7,15.8,55.7,0,0,0,,0,0,57.6,24,257.6,1005.9,43.8,10,334.5,28.7,10,,2018-06-11T05:31:39,2018-06-11T20:00:51,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-12,30.2,22.1,25.9,29.6,22.1,25.9,16.6,58.3,0.009,100,4.17,rain,0,0,,18.3,229.1,1004.2,55.5,10,176.1,15.3,5,,2018-06-12T05:31:37,2018-06-12T20:01:16,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-13,34.3,20,26.8,33.6,20,26.7,16.9,58.8,0.799,100,4.17,rain,0,0,,31.5,55.7,1003.6,21.4,10,228.6,19.7,7,,2018-06-13T05:31:36,2018-06-13T20:01:41,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-14,31.2,22.1,26.1,32.1,22.1,26.6,19.6,69.4,4.437,100,4.17,rain,0,0,,16.1,64.1,1006.2,47.5,9.2,351.3,30.3,10,,2018-06-14T05:31:37,2018-06-14T20:02:04,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-06-15,33.9,21.5,27,32.4,21.5,26.9,16.3,56.4,0,0,0,,0,0,,28.7,220.1,1008.9,20.3,10,342.2,29.5,10,,2018-06-15T05:31:40,2018-06-15T20:02:26,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-16,34.2,21.2,27.1,33.3,21.2,26.8,15,51.4,0,0,0,,0,0,,23.9,63.9,1009.5,47.4,10,225.9,19.6,8,,2018-06-16T05:31:44,2018-06-16T20:02:46,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-17,30.2,22.2,25.8,29.3,22.2,25.7,15.6,55.4,0,0,0,,0,0,68.4,41.6,242.2,1009.8,21.9,10,353.9,30.5,10,,2018-06-17T05:31:50,2018-06-17T20:03:06,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-18,30.1,21.3,25.6,31,21.3,25.5,15.7,56.2,0,0,0,,0,0,64.8,35.6,244.6,1008.9,34.3,10,336.7,29.2,9,,2018-06-18T05:31:58,2018-06-18T20:03:23,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-06-19,29,20.9,24.7,28.7,20.9,24.7,17.2,64.4,3.598,100,12.5,rain,0,0,,30.7,282.1,1010.8,40.5,9.9,351.6,30.5,10,,2018-06-19T05:32:07,2018-06-19T20:03:40,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-20,31.2,19.5,25.4,29.9,19.5,25,15.1,56.9,0,0,0,,0,0,61.2,24.5,237.7,1013.6,22.1,10,356.6,30.9,10,,2018-06-20T05:32:17,2018-06-20T20:03:55,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-21,31.7,21.4,26,30.7,21.4,25.9,16.2,57.3,0,0,0,,0,0,63,35.5,238,1014.9,22.8,10,350.3,30.1,10,,2018-06-21T05:32:29,2018-06-21T20:04:08,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-22,30.7,22.5,26.1,29.7,22.5,25.9,15.4,53.8,0,0,0,,0,0,,42.4,246.6,1012.7,11.9,10,355.6,30.7,10,,2018-06-22T05:32:42,2018-06-22T20:04:20,0.3,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-23,31.6,23.1,26.8,30.8,23.1,26.5,15,50.1,0,0,0,,0,0,57.6,29.1,244.1,1011,16.6,10,355.8,30.7,10,,2018-06-23T05:32:57,2018-06-23T20:04:30,0.33,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-24,33.4,20.7,26.6,32.3,20.7,26.5,16.3,56.3,0,0,0,,0,0,,20.4,236.5,1010.5,15.9,10,355.4,30.6,10,,2018-06-24T05:33:13,2018-06-24T20:04:39,0.37,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-25,34.3,19.5,26.9,33.2,19.5,26.8,16.8,57.3,0,0,0,,0,0,,23,223,1010.2,17,10,352.2,30.4,10,,2018-06-25T05:33:30,2018-06-25T20:04:46,0.4,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-26,33,20.7,27.1,32.3,20.7,26.7,15.9,55.2,0.144,100,4.17,rain,0,0,,21.6,216.4,1010.6,12.6,10,364.2,31.4,10,,2018-06-26T05:33:49,2018-06-26T20:04:52,0.44,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-27,36.8,17.4,27.4,34.7,17.4,26.8,14,51,0,0,0,,0,0,,25.3,212.7,1009.2,12.9,10,346,29.7,10,,2018-06-27T05:34:09,2018-06-27T20:04:56,0.47,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-28,30.9,23.9,26.7,30.4,23.9,26.7,15.9,53.7,0,0,0,,0,0,,36.5,231.8,1008.3,18.2,10,354.8,30.5,10,,2018-06-28T05:34:31,2018-06-28T20:04:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-29,30.7,21.6,25.7,29.1,21.6,25.3,13.8,50.8,0,0,0,,0,0,57.6,36.3,249,1008.1,11.2,10,361.4,31.2,10,,2018-06-29T05:34:54,2018-06-29T20:04:59,0.54,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-06-30,29.8,19.7,25.1,29,19.7,24.9,14.7,54.5,0,0,0,,0,0,63,24.1,257.1,1008.3,28.1,10,355.6,30.7,10,,2018-06-30T05:35:17,2018-06-30T20:04:58,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-01,32,20.7,25.8,31,20.7,25.6,15.5,55.7,0,0,0,,0,0,,20.8,241,1011.4,24.9,10,359.2,31,10,,2018-07-01T05:35:43,2018-07-01T20:04:55,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-02,33.7,19.9,26.6,32.2,19.9,26.1,15.1,54.7,0,0,0,,0,0,,26.7,215.4,1011.3,6.8,10,359.4,31.1,10,,2018-07-02T05:36:09,2018-07-02T20:04:51,0.64,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-03,37.8,18.9,28.2,37,18.9,27.8,14.6,48.6,0,0,0,,0,0,,23.4,228.5,1009.2,0.1,10,353.1,30.4,10,,2018-07-03T05:36:36,2018-07-03T20:04:45,0.67,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-04,39.1,21.2,30.3,36.8,21.2,30,15.2,47.4,0,0,0,,0,0,,25.8,278.4,1006.7,3.8,10,343.7,29.7,10,,2018-07-04T05:37:05,2018-07-04T20:04:38,0.71,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-05,37.8,25.9,31.7,35,25.9,30.4,9,29.3,0.007,100,8.33,rain,0,0,,34.8,265.3,1004.2,0.1,10,360.5,31.1,10,,2018-07-05T05:37:34,2018-07-05T20:04:28,0.74,Rain,Clear conditions throughout the day with rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-06,38,25.3,31.7,35.1,25.3,30.3,7.6,26.1,0.001,100,4.17,rain,0,0,,25.4,272.5,1004.2,0,10,358.7,31,10,,2018-07-06T05:38:05,2018-07-06T20:04:17,0.75,Rain,Clear conditions throughout the day with early morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-07,38.3,24.4,31.5,36.8,24.4,30.7,10.5,30.5,0,0,0,,0,0,,17.8,277.3,1004.7,5.2,10,354.2,30.6,10,,2018-07-07T05:38:36,2018-07-07T20:04:05,0.81,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-08,37.4,21.1,29.7,36.6,21.1,29.5,15.6,46.9,0,0,0,,0,0,,23.7,331.2,1006.5,4.2,9.9,357.3,30.9,10,,2018-07-08T05:39:09,2018-07-08T20:03:50,0.84,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-09,35.4,19.7,28.2,34.5,19.7,27.9,15.5,51.3,0,0,0,,0,0,,20.2,30.9,1008.9,9.7,9.9,357,30.8,10,,2018-07-09T05:39:42,2018-07-09T20:03:34,0.87,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,LCEN,17510099999,17607499999,17500099999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-10,34,22.6,28.2,33,22.6,27.9,17.1,56.4,0,0,0,,0,0,,27.3,244.3,1009.9,10,10,353.4,30.5,10,,2018-07-10T05:40:16,2018-07-10T20:03:17,0.91,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-11,34.1,21.8,28,32.4,21.8,27.5,15.1,50.3,0,0,0,,0,0,,23.8,238.2,1009,5.2,10,356.7,31,10,,2018-07-11T05:40:52,2018-07-11T20:02:57,0.94,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-12,35.5,19.3,28,34,19.3,27.8,15.5,50.9,0,0,0,,0,0,,20.5,231.3,1007.6,4.2,10,353.4,30.6,10,,2018-07-12T05:41:27,2018-07-12T20:02:36,0.98,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-13,37.4,23.2,29.9,37.9,23.2,30.5,18.9,56.5,0,0,0,,0,0,57.6,24.5,216.1,1004.2,2.7,9.8,334.2,28.7,10,,2018-07-13T05:42:04,2018-07-13T20:02:13,0,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-14,38.9,26.4,32.3,36.6,26.4,32,13.8,36.4,0.001,100,4.17,rain,0,0,,27.8,265.3,1001.7,4.3,10,342.3,29.5,10,,2018-07-14T05:42:42,2018-07-14T20:01:49,0.04,Rain,Clear conditions throughout the day with morning rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-15,37.5,25.7,32.1,35.3,25.7,31.3,13.8,39.5,0,0,0,,0,0,,29.2,287,1002.9,8.4,10,334.7,28.9,10,,2018-07-15T05:43:20,2018-07-15T20:01:22,0.08,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-16,37.1,24.8,31.3,36.2,24.8,30.9,15.7,44.7,1.109,100,4.17,rain,0,0,,23.1,133.3,1005.1,13.2,10,343,29.6,10,,2018-07-16T05:43:59,2018-07-16T20:00:55,0.11,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999"
Nicosia,2018-07-17,39,25.4,31.7,36.7,25.4,30.6,12.6,38.1,0,0,0,,0,0,,31.1,247.7,1006.3,2.7,10,343.3,29.6,10,,2018-07-17T05:44:38,2018-07-17T20:00:25,0.14,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-18,39.6,24.2,30.6,37.7,24.2,30.3,14.3,42.3,0,0,0,,0,0,61.2,25.8,229.6,1005,3.9,10,345.5,29.9,10,,2018-07-18T05:45:18,2018-07-18T19:59:54,0.18,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-19,34.7,20.9,28.4,34.1,20.9,28.6,17.4,55,0,0,0,,0,0,61.2,24,264.6,1004.8,17.3,10,342.2,29.7,10,,2018-07-19T05:45:58,2018-07-19T19:59:21,0.25,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-20,35,22.6,28.7,34,22.6,28.9,17.8,54.5,0,0,0,,0,0,,22.6,264.5,1006,26,10,340.7,29.3,10,,2018-07-20T05:46:40,2018-07-20T19:58:47,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-21,36.1,23.7,29,36.2,23.7,29,17.4,53.9,0,0,0,,0,0,,23.4,218.6,1007.1,11.1,10,335.1,28.8,10,,2018-07-21T05:47:21,2018-07-21T19:58:11,0.28,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-22,38.6,26.2,31.4,36.6,26.2,31.2,15.1,42,0,0,0,,0,0,,36.2,233.8,1005.8,3.3,10,337.8,29.1,10,,2018-07-22T05:48:03,2018-07-22T19:57:34,0.31,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-23,40.1,26.3,32.7,36.9,26.3,31.6,10.8,31.1,0,0,0,,0,0,,26.7,236.3,1004.5,3.4,10,340,29.3,10,,2018-07-23T05:48:46,2018-07-23T19:56:54,0.35,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-24,38.8,23,31.3,37.8,23,30.8,13.5,36.5,0,0,0,,0,0,,25.5,248.2,1003.9,8.3,10,325.7,28,10,,2018-07-24T05:49:29,2018-07-24T19:56:14,0.38,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17540099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-25,33.6,25.5,29,33.7,25.5,29.7,17.8,52.1,0,0,0,,0,0,64.8,22.5,258.4,1005.5,22.6,10,339.5,29.5,10,,2018-07-25T05:50:12,2018-07-25T19:55:32,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-26,32.8,24.2,28,32.9,24.2,28.1,17.9,56.2,0,0,0,,0,0,59.4,24,252.3,1009.4,34.8,10,339.4,29.2,10,,2018-07-26T05:50:55,2018-07-26T19:54:48,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-27,32.3,22.9,27.2,32,22.9,27.1,16.6,54.5,0,0,0,,0,0,57.6,35.2,239.3,1010.9,13,10,341.7,29.6,10,,2018-07-27T05:51:39,2018-07-27T19:54:03,0.5,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-28,33.8,22.2,27.5,33.1,22.2,27.5,17,55.2,0,0,0,,0,0,57.6,35.3,242,1007.7,16.5,10,335.6,28.9,10,,2018-07-28T05:52:24,2018-07-28T19:53:16,0.52,Clear,Clear conditions throughout the day.,clear-day,"17530099999,LCEN,17510099999,17601099999,17607499999,17505099999,17609099999,17515099999,17535099999"
Nicosia,2018-07-29,35.8,19.6,28,35.2,19.6,28.3,16.6,52.9,0,0,0,,0,0,64.8,30.8,249.4,1005.7,8.1,10,338.3,29.2,10,,2018-07-29T05:53:08,2018-07-29T19:52:28,0.55,Clear,Clear conditions throughout the day.,clear-day,"17530099999,17510099999,17607499999,17550099999,17505099999,17609099999,17515099999,17535099999"
